1431515734 1 0
1431516446 2 0
1431523881 3 0
1431524038 4 0
1431524106 5 0
1431524398 6 0
1431709362 7 0
1431773961 8 0
1432108726 9 0
1432358490 10 0
1432459505 11 0
1432459549 12 0
1432606435 13 0
1433190768 14 0
1433190985 15 0
1433191061 16 0
1433191562 17 0
1433191641 18 0
1433191989 19 0
1433192659 20 0
1433193719 21 0
1433193732 22 0
1433194778 23 0
1433195588 24 0
1433195801 25 0
1433197007 26 0
1433197031 27 0
1433197062 28 0
1433197306 29 0
1433197417 30 0
1433197445 31 0
1433197564 32 0
1433197606 33 0
1433197671 34 0
1433197787 35 0
1433204432 36 0
1433204632 37 0
1433204723 38 0
1433204775 39 0
1433802434 40 0
1436244937 41 0
1436516549 42 0
1436516663 43 0
1436516867 44 0
1436517319 45 0
1436517478 46 0
1436525223 47 0
1436526233 48 0
1436526608 49 0
1436526861 50 0
1436526997 51 0
1436555092 52 0
1436555283 53 0
1436703760 54 0
1436703800 55 0
1437384031 56 0
1437926056 57 0
1439687764 58 0
1440039422 59 0
1440179902 60 0
1440179996 61 0
1440215727 62 0
1440919001 63 0
1440919125 64 0
1440919182 65 0
1440920746 66 0
1440920886 67 0
1440922383 68 0
1440923226 69 0
1440923311 70 0
1440927330 71 0
1440927562 72 0
1440928037 73 0
1440928447 74 0
1440928860 75 0
1440934515 76 0
1440934713 77 0
1440940286 78 0
1441007378 79 0
1441568668 80 0
1441568780 81 0
1441882144 82 0
1441952181 83 0
1448094989 84 0
1448096109 85 0
1448203622 86 0
1448525541 87 0
1449296464 88 0
1450015398 88 1
1450978077 88 2
1450978344 88 3
1451043412 88 4
1451046075 88 5
1451128366 88 6
1451132433 88 7
1451198747 88 8
1451200670 89 8
1451353559 89 9
1451353573 89 10
1451353666 89 11
1451354086 89 12
1451354120 89 13
1451354159 89 14
1451356054 89 15
1451356490 89 16
1451373706 90 16
1451474870 90 17
1451475156 90 18
1451475922 90 19
1451476229 90 20
1451476399 90 21
1451476717 90 22
1451477254 90 23
1451477541 90 24
1451812970 91 24
1451847996 92 24
1451925995 93 24
1451926410 94 24
1451927884 95 24
1451927915 96 24
1451927985 97 24
1456995813 98 24
1457620585 99 24
1457620910 100 24
1457621427 101 24
1457621565 102 24
1457622063 103 24
1457637986 104 24
1458720699 105 24
1459390217 106 24
1459390233 107 24
1460442183 108 24
1460475850 109 24
1463383504 110 24
1464505389 111 24
1464505420 112 24
1465417457 113 24
1468574350 114 24
1469811978 115 24
1472024290 116 24
1472026777 117 24
1472028075 118 24
1472482464 119 24
1472483284 120 24
1472483388 121 24
1472483550 122 24
1472524969 123 24
1472615056 124 24
1472765150 125 24
1472765175 126 24
1472980011 127 24
1473061515 128 24
1473061754 129 24
