1431515734 53 0
1431516446 70 0
1431523881 82 0
1431524038 84 0
1431524106 86 0
1431524398 95 0
1431709362 96 0
1431773961 97 0
1432108726 98 0
1432358490 100 0
1432459505 101 0
1432459549 102 0
1432606435 112 0
1433190768 113 0
1433190985 117 0
1433191061 120 0
1433191562 129 0
1433191641 133 0
1433191989 138 0
1433192659 143 0
1433193719 144 0
1433193732 182 0
1433194778 184 0
1433195588 191 0
1433195801 204 0
1433197007 239 0
1433197031 240 0
1433197062 243 0
1433197306 261 0
1433197417 262 0
1433197445 263 0
1433197564 266 0
1433197606 267 0
1433197671 268 0
1433197787 269 0
1433204432 270 0
1433204632 271 0
1433204723 274 0
1433204775 278 0
1433802434 316 0
1436244937 318 0
1436516549 324 0
1436516663 326 0
1436516867 327 0
1436517319 339 0
1436517478 341 0
1436525223 365 0
1436526233 366 0
1436526608 420 0
1436526861 423 0
1436526997 428 0
1436555092 435 0
1436555283 436 0
1436703760 437 0
1436703800 439 0
1437384031 440 0
1437926056 441 0
1439687764 442 0
1440039422 447 0
1440179902 450 0
1440179996 451 0
1440215727 452 0
1440919001 453 0
1440919125 456 0
1440919182 459 0
1440920746 460 0
1440920886 461 0
1440922383 462 0
1440923226 464 0
1440923311 465 0
1440927330 494 0
1440927562 517 0
1440928037 519 0
1440928447 523 0
1440928860 531 0
1440934515 534 0
1440934713 544 0
1440940286 545 0
1441007378 551 0
1441568668 559 0
1441568780 563 0
1441882144 565 0
1441952181 566 0
1448094989 570 0
1448096109 574 0
1448203622 575 0
1448525541 577 0
1449296464 580 0
1450015398 580 6
1450978077 580 8
1450978344 580 11
1451043412 580 12
1451046075 580 17
1451128366 580 30
1451132433 580 34
1451198747 580 54
1451200670 581 54
1451353559 581 56
1451353573 581 58
1451353666 581 61
1451354086 581 62
1451354120 581 64
1451354159 581 65
1451356054 581 68
1451356490 581 70
1451373706 582 70
1451474870 582 71
1451475156 582 80
1451475922 582 82
1451476229 582 84
1451476399 582 86
1451476717 582 198
1451477254 582 222
1451477541 582 222
1451812970 589 222
1451847996 590 222
1451925995 591 222
1451926410 596 222
1451927884 597 222
1451927915 598 222
1451927985 601 222
